LASTNAME,FIRSTNAME,PLAYERID,DAVENPORTCODE,MLBCODE,RETROSHEETCODE
Mayer,Roger,74398,MAYER00000000A,562554,
Pesce,Charles,74399,PESCE00000000A,564468,
Wheeler,Bobby,74400,WHEELER00000000A,568635,
Burke,Kenneth,74401,BURKE00000000C,556248,
Auchmutey,Charles,74402,AUCHMUTEY00000000A,474824,
Dorothy,Bill,74403,DOROTHY00000000A,557884,
Patrovich,Daniel,74404,PATROVICH00000000A,564290,
Dick,Ralph,74405,DICK00000000A,473950,
Greene,Terry,74406,GREENE00000000D,558853,
Stipanovich,Nicholas,74407,STIPANOVI00000000A,567762,
Young,Blaine,74408,YOUNG00000000B,477163,
Morgan,Gary,74409,MORGAN00000000A,563399,
Smith,Douglas,74410,SMITH00000000K,567252,
Griffith,Steve,74411,GRIFFITH00000000A,558894,
O'Connell,Timothy,74412,O'CONNELL00000000B,563907,
Breese,Richard,74413,BREESE00000000A,555912,
Eriksen,Robert,74414,ERIKSEN00000000A,558270,
McGregor,Kenneth,74415,MCGREGOR00000000A,562743,
Roswald,Scott,74416,ROSWALD00000000A,566238,
Feldman,Jerry,74417,FELDMAN00000000A,558454,
Faux,Gregory,74418,FAUX00000000A,558431,
Pettaway,Nathaniel,74419,PETTAWAY00000000A,476699,
Wastradowski,Kenneth,74420,WASTRADOW00000000A,474473,
Ware,Lee,74421,WARE00000000A,568386,
Woolridge,Hugh,74422,WOOLRIDGE00000000A,569112,
Foulk,Richard,74423,FOULK00000000A,474840,
Essman,Glenn,74424,ESSMAN00000000A,558288,
Neal,Michael,74425,NEAL00000000A,563669,
Archer,Greg,74426,ARCHER00000000A,554783,
Corddry,Phil,74427,CORDDRY00000000A,557064,
Schirrips,Daniel,74428,SCHIRRIPS00000000A,566583,
Major,Dennis,74429,MAJOR00000000A,562204,
Stitt,Jerry,74430,STITT19461129A,494887,
Hess,Kenneth,74431,HESS00000000A,559642,
Hessler,Robert,74432,HESSLER00000000A,476142,
Gray,Ricky,74433,GRAY00000000A,558801,
Hansen,Craig,74434,HANSEN00000000A,559213,
Feltner,Larry,74435,FELTNER00000000A,558465,
Hetman,Mike,74436,HETMAN00000000A,559650,
Nicosia,Nicholas,74437,NICOSIA00000000A,563785,
Holdren,Steve,74438,HOLDREN00000000A,559843,
Hamilton,Wayne,74439,HAMILTON00000000B,473801,
Johnson,Albert,74440,JOHNSON00000000J,594505,
Harvison,Michael,74441,HARVISON00000000A,475369,
Donaldson,Frederick,74442,DONALDSON00000000A,557863,
Peters,Alan,74443,PETERS00000000B,477051,
Geach,Jeffrey,74444,GEACH00000000A,474570,
St. John,Michael,74445,ST. JOHN00000000A,567571,
Burch,Dale,74446,BURCH00000000A,556222,
Bentley,Stephen,74447,BENTLEY00000000A,555396,
St. Clair,Ronald,74448,ST. CLAIR00000000A,567566,
Fisher,Ronald,74449,FISHER00000000D,558576,
Skog,David,74450,SKOG00000000A,474262,
Bochow,George,74451,BOCHOW00000000A,555632,
Cushmore,Stephen,74452,CUSHMORE00000000A,557330,
Young,Edward,74454,YOUNG00000000B,569244,
Garlin,Ronald,74455,GARLIN00000000A,569630,
Pyatt,Eddie,74456,PYATT00000000A,564911,
Blair,Alan,74457,BLAIR00000000A,555557,
Selland,Michael,74458,SELLAND00000000A,475927,
Kaster,David,74459,KASTER00000000A,560820,
Marcek,Paul,74460,MARCEK00000000A,562294,
Stephens,John,74461,STEPHENS00000000A,567696,
Spicer,Glenn,74462,SPICER00000000A,567530,
Daugherty,Gerald,74463,DAUGHERTY00000000A,476283,
Meek,Kenneth,74464,MEEK00000000A,562925,
Kasparovitch,Keith,74465,KASPAROVI00000000A,560813,
Frohman,Steven,74466,FROHMAN00000000A,569494,
Reebe,George,74467,REEBE00000000A,565657,
Wilkerson,Harold,74468,WILKERSON00000000A,568784,
Klass,Gary,74469,KLASS00000000A,561124,
Velander,Daniel,74470,VELANDER00000000A,476656,
Estey,William,74471,ESTEY00000000A,558298,
Houston,Rowland,74473,HOUSTON00000000A,560005,
Wright,Roger,74474,WRIGHT00000000G,569163,
Seidel,Norman,74475,SEIDEL00000000A,475683,
Utman,Thomas,74476,UTMAN00000000A,565492,
Weendone,Allen,74478,WEENDONE00000000A,568517,
Cabral,John,74479,CABRAL00000000A,556362,
Guenther,Jeff,74480,GUENTHER00000000A,558966,
Bettega,Michael,74481,BETTEGA00000000A,555459,
Fallers,James,74482,FALLERS00000000A,558383,
Mills,John,74483,MILLS00000000A,563177,
Wallace,Roger,74484,WALLACE00000000A,568310,
Mackin,Tim,74485,MACKIN00000000A,562151,
Gilmore,Glen,74486,GILMORE00000000A,569812,
Rambeau,Thomas,74487,RAMBEAU00000000A,565539,
Szostak,Jerrold,74488,SZOSTAK00000000A,476073,
Moschetti,Matthew,74489,MOSCHETTI00000000A,563470,
Carter,Michael,74490,CARTER00000000B,556590,
Hanegan,Tommy,74491,HANEGAN00000000A,559192,
Primeau,Dennis,74492,PRIMEAU00000000A,564838,
Jackson,Chester,74493,JACKSON00000000A,476369,
Comuso,Michael,74494,COMUSO00000000A,556955,
Zawatski,Eugene,74495,ZAWATSKI00000000A,569304,
D'Addario,Douglas,74496,D'ADDARIO00000000A,557348,
Nichols,Dan,74497,NICHOLS00000000A,563755,
Gailey,James,74498,GAILEY00000000A,569547,
Glover,Johnny,74499,GLOVER00000000A,569883,
Price,Michael,74500,PRICE00000000B,564817,
Hebron,Pennington,74501,HEBRON00000000A,559482,
Gallagher,Dennis,74502,GALLAGHER00000000B,569552,
Olsen,Glen,74503,OLSEN00000000A,563983,
Palmertree,Tommy,74504,PALMERTRE00000000A,564174,
Pratt,Mark,74505,PRATT00000000A,476154,
Newman,George,74506,NEWMAN00000000B,563737,
Carr,Charles,74507,CARR00000000A,556534,
Schoener,Rich,74508,SCHOENER00000000A,566625,
Curnow,James,74509,CURNOW00000000A,557306,
Bogard,James,74510,BOGARD19741001A,475735,
Houser,Barry,74511,HOUSER00000000B,559991,
Lacy,Charles,74512,LACY00000000A,561447,
Henard,Gregory,74513,HENARD00000000A,475189,
Thompson,Bobby,74514,THOMPSON00000000F,565135,
Kilby,Joe,74516,KILBY00000000A,561011,
Huff,James,74517,HUFF00000000A,560094,
Garcia,Franco,74519,GARCIA00000000J,569602,
Latouralle,James,74520,LATOURALL00000000A,561604,
Adams,Verdell,74521,ADAMS00000000C,554513,
Slape,Gregg,74522,SLAPE00000000A,567158,
Breving,Thomas,74523,BREVING00000000A,475585,
Aanonsen,Gerald,74524,AANONSEN00000000A,554449,
Colon,David,74525,COLON00000000A,556936,
Jones,Billy,74526,JONES00000000G,560608,
Mueller,Jim,74527,MUELLER00000000B,563505,
White,Alan,74528,WHITE00000000A,568658,
Bower,Robert,74529,BOWER00000000A,555788,
Boron,Stephen,74530,BORON00000000A,555738,
Grassing,Arthur,74531,GRASSING00000000A,476876,
Hathaway,John,74532,HATHAWAY00000000A,559407,
Malone,Jim,74533,MALONE19670509A,562230,
McDermott,William,74534,MCDERMOTT00000000B,562677,
Pasquatonio,Samuel,74535,PASQUATON00000000A,564272,
Becker,William,74536,BECKER00000000A,555309,
Bartlett,Joseph,74537,BARTLETT00000000A,555182,
Estep,Kent,74538,ESTEP00000000B,558290,
LiVecchi,Alfred,74539,LIVECCHI00000000A,561878,
Maitland,Eric,74540,MAITLAND00000000A,562200,
Dorsch,Richard,74543,DORSCH00000000A,557886,
Smith,Harold,74544,SMITH00000000K,567276,
Bennett,Ronald,74545,BENNETT00000000A,555386,
Lemley,Bobby,74546,LEMLEY00000000A,561728,
Howitt,Shawn,74547,HOWITT00000000A,560049,
Todd,William,74549,TODD00000000A,565264,
Zimmerman,Bruce,74550,ZIMMERMAN00000000A,569332,
Knight,Marvin,74552,KNIGHT00000000A,561186,
Mertens,James,74554,MERTENS00000000A,563008,
Hileman,Robert,74555,HILEMAN00000000A,559707,
Diggle,Ron,74556,DIGGLE00000000A,557765,
Seymour,Richard,74557,SEYMOUR00000000A,566835,
Rushing,Johnny,74558,RUSHING00000000B,566319,
Miller,Dan,74559,MILLER00000000C,563106,
Gatto,Stan,74560,GATTO00000000A,569674,
Korsnick,Patrick,74561,KORSNICK00000000A,561288,
Pellechi,Joseph,74562,PELLECHI00000000A,564376,
Sulprizio,Scott,74563,SULPRIZIO00000000A,567914,
Van Bell,Kenneth,74564,VAN BELL00000000A,568039,
Cannon,Bruce,74565,CANNON00000000A,556457,
Teasley,Lonnie,74566,TEASLEY00000000A,565024,
Martin,Joseph,74567,MARTIN00000000B,562396,
Dickens,Mike,74568,DICKENS00000000A,557739,
Whittemore,Gary,74569,WHITTEMOR00000000A,568730,
Sharrock,Walter,74570,SHARROCK00000000A,566869,
Brassey,Stephen,74572,BRASSEY00000000A,555890,
Weese,Gary,74573,WEESE00000000A,568518,
Harover,Gary,74574,HAROVER00000000A,559283,
McGlain,Paul,74575,MCGLAIN00000000A,562731,
Fargnoci,John,74576,FARGNOCI00000000A,558392,
Milam,Wayne,74577,MILAM00000000A,476755,
Ott,Edward,74578,OTT00000000A,564082,
Boland,Tom,74579,BOLAND00000000A,555670,
Plau,Kenneth,74580,PLAU00000000A,564661,
Cleveland,Al,74581,CLEVELAND00000000A,556805,
Woodruff,Robert,74582,WOODRUFF00000000A,569087,
Elwis,Charles,74583,ELWIS00000000A,558205,
Robinson,Beau,74584,ROBINSON00000000D,565999,
Rush,Tod,74585,RUSH00000000A,566317,
Embessi,Anthony,74586,EMBESSI00000000A,558207,
Angelo,Steven,74587,ANGELO00000000A,554758,
Blake,Douglas,74588,BLAKE00000000A,555566,
Paquette,Jeff,74589,PAQUETTE00000000A,564197,
Welch,Gary,74590,WELCH00000000A,568548,
Barnes,Merritt,74591,BARNES00000000A,555125,
Teklinski,Chester,74592,TEKLINSKI00000000A,565033,
Driggers,Malcolm,74593,DRIGGERS00000000A,557954,
Cochrane,Charles,74594,COCHRANE00000000A,556847,
Homik,William,74595,HOMIK00000000A,559900,
Calver,Charles,74596,CALVER00000000A,556406,
Scarpati,Peter,74597,SCARPATI00000000A,566541,
Krines,Stephen,74598,KRINES00000000A,561349,
DeBrino,John,74599,DEBRINO00000000A,557571,
Cotton,Billy,74600,COTTON00000000A,557131,
Northrup,Edward,74601,NORTHRUP00000000A,563846,
Ross,Douglas,74602,ROSS00000000B,566209,
Roark,Patrick,74603,ROARK00000000A,565931,
Thomas,Darryl,74604,THOMAS00000000B,565085,
Pavlik,Martin,74605,PAVLIK00000000A,564335,
Arnold,Joseph,74606,ARNOLD00000000A,554824,
Wayne,Ron,74607,WAYNE00000000A,568478,
Truskowski,Allen,74608,TRUSKOWSK00000000A,565375,
Whitehurst,John,74609,WHITEHURS00000000A,568711,
Harlan,Wayne,74611,HARLAN00000000A,559272,
Hannibal,Thomas,74613,HANNIBAL00000000A,474343,
Ford,Lambert,74614,FORD00000000A,558671,
Rogers,Steven,74615,ROGERS00000000A,566124,
Bridges,Bob,74616,BRIDGES00000000A,555938,
Wertz,Mickey,74617,WERTZ00000000A,568583,
Lersch,Michael,74618,LERSCH00000000A,594514,
Hunt,William,74619,HUNT00000000C,560159,
Church,Dolan,74620,CHURCH00000000B,474983,
Kurkjian,Charles,74621,KURKJIAN00000000A,561404,
Kazmarek,George,74622,KAZMAREK00000000A,560838,
Elliot,Robert,74623,ELLIOT00000000A,558175,
Blackmon,Jimmy,74625,BLACKMON00000000A,555549,
Walker,Tom,74626,WALKER00000000C,568289,
Viney,Samuel,74627,VINEY00000000A,473993,
Cates,Steven,74629,CATES00000000A,474529,
Shrum,Donald,74630,SHRUM00000000A,566993,
Hoot,Daved,74631,HOOT00000000A,559919,
Baldwin,Dave,74632,BALDWIN00000000A,555030,
Sibley,Steve,74633,SIBLEY00000000A,567015,
Ransom,Walter,74634,RANSOM00000000B,476565,
Maselbas,Michael,74635,MASELBAS00000000A,562462,
Sozzi,Larry,74636,SOZZI00000000A,567485,
Singer,Robert,74637,SINGER00000000A,567110,
Dierker,Rick,74638,DIERKER00000000A,557755,
Smith,Bonnie,74639,SMITH00000000K,567204,
Murillo,Arnold,74640,MURILLO00000000A,563541,
Crain,Kevin,74641,CRAIN00000000A,557185,
Cesario,James,74642,CESARIO00000000A,570085,
Kelly,Edward,74643,KELLY00000000B,560901,
Combs,Thomas,74644,COMBS00000000A,556945,
Buchan,Frank,74645,BUCHAN00000000A,556165,
Prieto,Michael,74646,PRIETO00000000B,564835,
McCandless,Harry,74647,MCCANDLES00000000A,562605,
Killion,Bruce,74648,KILLION00000000A,561021,
Myers,Richard,74650,MYERS00000000A,563614,
McCammon,Michael,74651,MCCAMMON00000000A,474923,
McLeod,Mark,74652,MCLEOD00000000A,562818,
Stern,James,74653,STERN00000000A,567707,
Alviso,James,74654,ALVISO00000000A,554663,
Fenchel,Allen,74655,FENCHEL00000000A,558467,
Simonian,Steve,74656,SIMONIAN00000000A,567080,
Garner,Richard,74657,GARNER00000000A,569632,
Falls,Ronald,74658,FALLS00000000A,558385,
Pettee,James,74659,PETTEE00000000A,564511,
Barnum,Donald,74660,BARNUM00000000A,555142,
Chambers,DeWayne,74661,CHAMBERS00000000B,556603,
Ketcherside,Daniel,74662,KETCHERSI00000000A,560983,
Scott,Leonard,74663,SCOTT00000000D,566724,
Lewis,Steven,74664,LEWIS00000000B,594516,
Landress,David,74665,LANDRESS00000000A,561526,
Hardin,Lawrence,74666,HARDIN00000000A,559253,
Beck,Charles,74667,BECK00000000A,555300,
Molina,Jake,74669,MOLINA00000000C,563279,
Poole,James,74670,POOLE00000000A,564717,
Whitson,Mickey,74671,WHITSON00000000A,568726,
Dize,Elmer,74672,DIZE00000000A,557817,
Coppola,William,74673,COPPOLA00000000A,557053,
Boyd,Allen,74674,BOYD00000000B,555812,
Hilton,Ronnie,74675,HILTON00000000A,559755,
Fendlor,Robert,74676,FENDLOR00000000A,558468,
Gage,John,74677,GAGE00000000A,569544,
Eichmeier,James,74679,EICHMEIER00000000A,558148,
London,Carl,74680,LONDON00000000A,561948,
Ward,David,74681,WARD00000000B,568364,
Humphries,Danny,74682,HUMPHRIES00000000A,560135,
Barto,Curtis,74683,BARTO00000000A,555185,
Parilla,Nicholas,74684,PARILLA00000000A,564203,
Luman,John,74685,LUMAN00000000A,562074,
Graham,Tommy,74686,GRAHAM00000000B,558763,
Lancaster,James,74687,LANCASTER00000000A,561512,
Leavitt,Richard,74689,LEAVITT00000000A,561656,
Turk,Jerry,74690,TURK00000000A,565408,
Rodriguez,Louis,74691,RODRIGUEZ00000000K,566085,
Petretta,Robert,74692,PETRETTA00000000A,564501,
Moore,George,74693,MOORE00000000B,475418,
Bianchi,Jimmy,74694,BIANCHI00000000A,555479,
Rhodes,Raleigh,74695,RHODES00000000B,565802,
Fuller,Jeff,74696,FULLER00000000A,569517,
Morrison,Lynn,74697,MORRISON00000000B,563443,
Hooper,Robert,74698,HOOPER00000000A,559916,
Lorenz,Larry,74699,LORENZ00000000A,562001,
Poldiak,Peter,74700,POLDIAK00000000A,564693,
Tanner,Thomas,74701,TANNER00000000A,475709,
Higgins,Charles,74702,HIGGINS00000000A,559685,
Bingham,N.D.,74703,BINGHAM00000000A,555515,
Haynes,Lawrence,74704,HAYNES00000000A,559448,
Oden,Melvin,74705,ODEN00000000A,563927,
Penders,Thomas,74706,PENDERS00000000A,564389,
Crook,Gordon,74707,CROOK00000000A,557241,
Houck,Michael,74708,HOUCK00000000A,559978,
Swisher,Rusty,74709,SWISHER00000000A,567982,
Clifford,Arthur,74711,CLIFFORD00000000A,556813,
Duncan,Douglas,74712,DUNCAN00000000A,558019,
Price,Vernon,74713,PRICE00000000B,564820,
Palmer,Thomas,74714,PALMER00000000B,564171,
Beckman,Rodger,74715,BECKMAN00000000A,476351,
Manginelli,John,74716,MANGINELL00000000A,562251,
Pierce,Donald,74717,PIERCE00000000B,564586,
Olsen,William,74718,OLSEN00000000A,476022,
Ross,Doug,74719,ROSS00000000B,566206,
Shepard,Ronald,74720,SHEPARD00000000A,566919,
Reeser,Mark,74721,REESER00000000A,565685,
Thomas,Edgar,74722,THOMAS00000000B,565090,
Staples,Edwin,74723,STAPLES00000000A,475865,
Stack,Edward,74724,STACK00000000A,567582,
Lamb,Don,74725,LAMB00000000A,561488,
Braden,Reid,74726,BRADEN00000000A,555843,
Nicholson,Theodore,74727,NICHOLSON00000000A,475875,
Mayer,Robert,74729,MAYER00000000A,562553,
Holbert,Gene,74730,HOLBERT00000000A,559837,
Jenks,Noel,74731,JENKS00000000A,560415,
McGrew,Alvin,74732,MCGREW00000000A,474857,
Baxley,Lenny,74733,BAXLEY00000000A,474635,
Minott,Charles,74734,MINOTT00000000A,476824,
Simmons,John,74735,SIMMONS00000000A,567069,
Love,Robert,74736,LOVE00000000A,562019,
Atkinson,Michael,74738,ATKINSON00000000A,476284,
Chorley,David,74739,CHORLEY00000000A,556699,
Ervin,Elvin,74741,ERVIN00000000A,558274,
Helt,Peter,74743,HELT00000000A,559514,
Burdick,Kent,74744,BURDICK00000000A,556226,
Ambrose,Victor,74745,AMBROSE00000000A,476429,
Stafford,James,74746,STAFFORD00000000A,594540,
Woolsey,Jack,74747,WOOLSEY00000000A,569113,
Kendrick,Harry,74748,KENDRICK00000000A,477179,
Nixon,John,74749,NIXON00000000A,477100,
Beasley,Steve,74750,BEASLEY00000000A,555283,
Kocoloski,James,74751,KOCOLOSKI00000000A,561224,
Phillips,Howard,74752,PHILLIPS00000000A,564549,
Borunda,Eli,74753,BORUNDA00000000A,555748,
Officer,Jim,74754,OFFICER00000000A,563944,
Remington,Ted,74755,REMINGTON00000000A,473674,
Soriano,Richard,74756,SORIANO00000000B,567466,
Davis,Garnett,74757,DAVIS00000000B,557478,
Ashford,Samuel,74758,ASHFORD00000000A,473632,
Wiltshire,Bobby,74759,WILTSHIRE00000000A,568979,
Dawson,Albert,74760,DAWSON00000000B,557536,
James,Gary,74761,JAMES00000000A,560365,
Clapp,Terry,74762,CLAPP00000000A,475134,
Moseley,A.C.,74763,MOSELEY00000000A,563472,
DiSarcina,Joe,74764,DISARCINA00000000A,557791,
Elenes,Larry,74765,ELENES00000000A,558169,
Clark,Bill,74766,CLARK00000000D,556756,
Kleiber,Boris,74767,KLEIBER00000000A,561135,
Wallce,Mike,74768,WALLCE00000000A,568313,
Adams,Ronald,74769,ADAMS00000000C,474869,
McKee,James,74771,MCKEE00000000A,562771,
Frazier,Fred,74772,FRAZIER00000000A,473766,
Dillon,Russell,74773,DILLON00000000A,477248,
Ruddell,Mike,74774,RUDDELL00000000A,566288,
Derrickson,Richard,74775,DERRICKSO00000000A,473996,
Mohler,Randy,74778,MOHLER00000000A,563269,
Newhook,James,74779,NEWHOOK00000000A,473994,
Harvey,Stephen,74780,HARVEY00000000A,559392,
Reid,John,74781,REID00000000A,565701,
Rundle,Edward,74782,RUNDLE00000000A,566306,
Fernley,Robert,74783,FERNLEY00000000A,474452,
Anderson,Robert,74784,ANDERSON00000000F,554732,
Kowalski,Michael,74785,KOWALSKI00000000A,475769,
Erautt,James,74786,ERAUTT00000000A,558256,
Malcolm,Robert,74787,MALCOLM00000000A,474533,
Emick,Byron,74788,EMICK00000000A,558218,
Mechuk,Mark,74789,MECHUK00000000A,562913,
Williamson,Joseph,74790,WILLIAMSO00000000A,568903,
Sanders,Clemont,74791,SANDERS00000000A,566443,
Duckworth,Howard,74792,DUCKWORTH00000000A,474472,
Cooper,Clarence,74793,COOPER00000000A,557026,
Ellwood,Michael,74794,ELLWOOD00000000A,558196,
Corder,Daniel,74795,CORDER00000000A,557065,
Weems,Mark,74796,WEEMS00000000A,568515,
Lombardo,Raymond,74797,LOMBARDO00000000A,561942,
Hether,Hether,74798,HETHER00000000A,559648,
Heenan,John,74799,HEENAN00000000A,477066,
Pompa,Elseo,74800,POMPA00000000A,474695,
Vidrio,Gilbert,74801,VIDRIO00000000A,568161,
Brandt,Geoffrey,74802,BRANDT00000000A,555875,
Ester,Willard,74803,ESTER00000000A,558292,
Wessel,Doug,74804,WESSEL00000000A,568590,
Reynolds,Cecil,74805,REYNOLDS00000000A,565773,
Bailey,Richard,74806,BAILEY00000000A,554971,
Osentowski,Richard,74807,OSENTOWSK00000000A,475989,
Ratleff,Ed,74808,RATLEFF00000000A,565590,
Prince,Marion,74809,PRINCE00000000A,474095,
Cummings,Michael,74810,CUMMINGS00000000A,476274,
Powell,Barry,74811,POWELL00000000B,564767,
Pompili,Michael,74812,POMPILI00000000A,473547,
Kooyman,Kevin,74813,KOOYMAN00000000A,561268,
Millikan,Gregory,74814,MILLIKAN00000000A,475429,
Hollyfield,Larry,74815,HOLLYFIEL00000000A,559869,
Conlan,Harry,74816,CONLAN00000000A,556961,
Siracusa,Edward,74817,SIRACUSA00000000A,475403,
Longhurst,Richard,74818,LONGHURST00000000A,561971,
Williams,Melvin,74819,WILLIAMS00000000E,568857,
Thomas,Bruce,74820,THOMAS00000000B,565082,
Murray,Joseph,74821,MURRAY00000000A,563577,
Martorella,Michael,74822,MARTORELL00000000A,474821,
Sciramuzzo,Craig,74823,SCIRAMUZZ00000000A,566711,
Jaycox,Gregory,74824,JAYCOX00000000A,475578,
Cardasis,James,74825,CARDASIS00000000A,556481,
Wiggins,Dave,74826,WIGGINS00000000A,568753,
Semp,Michael,74827,SEMP00000000A,566795,
Maduro,Jorge,74828,MADURO00000000A,562173,
Walseth,Michael,74829,WALSETH00000000A,475331,
Steele,Ronald,74830,STEELE00000000A,476615,
Bond,Jerry,74831,BOND00000000A,555694,
Brunette,James,74832,BRUNETTE00000000A,556121,
Bielski,Dan,74834,BIELSKI00000000A,555493,
Templeton,Stanley,74835,TEMPLETON00000000A,477232,
Loseth,Charles,74836,LOSETH00000000A,474754,
Brentlinger,Todd,74837,BRENTLING00000000A,555922,
Mantlo,Gerald,74838,MANTLO00000000A,562277,
Peck,Stephen,74839,PECK00000000A,564361,
Florence,Eric,74840,FLORENCE00000000A,558625,
Dolinsek,John,74841,DOLINSEK00000000A,557850,
Ossola,Kenneth,74843,OSSOLA00000000A,564070,
Eppinette,Murphy,74844,EPPINETTE00000000A,558251,
Matson,Allen,74845,MATSON00000000A,474273,
Bruno,Kenneth,74846,BRUNO00000000A,556123,
McDonald,Donzell,74847,MCDONALD00000000B,562683,
Sprecher,Todd,74848,SPRECHER00000000A,567550,
Rusk,Michael,74849,RUSK00000000A,566320,
Gallagher,Robert,74851,GALLAGHER00000000B,569555,
Belloir,Robert,74852,BELLOIR00000000A,476962,
Simendinger,Gregory,74854,SIMENDING00000000A,477105,
Homoly,Guy,74855,HOMOLY00000000A,559901,
Caldarella,Russell,74857,CALDARELL00000000A,475553,
Braun,Ken,74858,BRAUN00000000A,555899,
Sanford,Bill,74859,SANFORD00000000A,566458,
Lugo,Tom,74860,LUGO00000000A,562067,
Berkes,William,74861,BERKES00000000A,555418,
Rowe,Ricky,74862,ROWE00000000A,566263,
Sturtevant,Anthony,74863,STURTEVAN00000000A,476001,
Garcia,Ruben,74864,GARCIA00000000J,569611,
Temple,Vernon,74865,TEMPLE00000000A,565035,
Iverson,Dennis,74866,IVERSON00000000A,560266,
Braun,John,74867,BRAUN00000000A,475956,
President,Larry,74868,PRESIDENT00000000A,564799,
Hanson,Michael,74869,HANSON00000000A,559233,
Griggs,John,74870,GRIGGS00000000A,558898,
Kilgore,David,74871,KILGORE00000000A,475569,
Kerr,Robert,74873,KERR00000000A,560975,
Mitchell,Emery,74874,MITCHELL00000000A,563234,
Duffy,William,74875,DUFFY00000000A,557992,
McLarty,Edwin,74876,MCLARTY00000000A,562805,
Coleman,Frank,74877,COLEMAN00000000C,556891,
Franklin,Peter,74878,FRANKLIN00000000B,569420,
Giegler,Mark,74879,GIEGLER00000000A,475171,
Coffin,Timothy,74880,COFFIN00000000A,556855,
Bryant,Stephen,74881,BRYANT00000000A,556157,
Anderson,Aubrey,74882,ANDERSON00000000F,554692,
Renfro,Claude,74883,RENFRO00000000A,565731,
Martin,Leroy,74884,MARTIN00000000B,562400,
Kershaw,Clifford,74885,KERSHAW00000000A,560976,
Bishop,David,74886,BISHOP00000000A,555529,
Benoit,Daniel,74887,BENOIT00000000A,555389,
Atwell,Gary,74888,ATWELL00000000A,554881,
Mitchell,Ron,74889,MITCHELL00000000A,563243,
Dempsey,Ivan,74890,DEMPSEY00000000A,557643,
Gardner,Steven,74892,GARDNER00000000A,569624,
Hernandez,William,74893,HERNANDEZ00000000G,559610,
Babcock,Phillip,74894,BABCOCK00000000B,554931,
Fisher,Mike,74896,FISHER00000000D,558573,
Service,Robert,74897,SERVICE00000000A,566816,
Poris,Barry,74898,PORIS00000000A,564728,
King,Gary,74899,KING00000000A,561051,
Mollenhauer,Robert,74900,MOLLENHAU00000000A,563282,
Dean,John,74902,DEAN00000000A,557556,
Lightfoot,Eugene,74903,LIGHTFOOT00000000A,561825,
Shaffer,Duane,74905,SHAFFER00000000A,476902,
Tregligus,John,74906,TREGLIGUS00000000A,565347,
Pattillo,Roger,74907,PATTILLO00000000A,564314,
Schmidt,Thomas,74908,SCHMIDT00000000A,475266,
Logelin,Mike,74910,LOGELIN00000000A,561927,
Horton,James,74911,HORTON00000000A,559963,
Jenious,Paul,74912,JENIOUS00000000A,476203,
Rome,Alan,74913,ROME00000000A,566157,
Adkins,Clark,74914,ADKINS00000000A,554526,
Miller,Steven,74915,MILLER00000000C,563159,
Crain,Robert,74917,CRAIN00000000A,594467,
Radtke,Ralph,74918,RADTKE00000000A,565507,
Miller,Wayne,74919,MILLER00000000C,563165,
